"text","label"
"To implement distributed tracing: instrument with OpenTelemetry, export spans to Jaeger or Tempo, create a service map (see runbook).","procedural"
"Enrolled the 200th patient in Phase II of the oncology trial.","episodic"
"Run review error budgets before a security audit.","preference"
"Shipped the billing integration following the sprint review.","episodic"
"Fine-tuned the instruction-tuned model on annotated data and accuracy jumped 8 points.","episodic"
"Established practice: to write an incident post-mortem: describe the timeline, root cause, impact, and corrective actions without blame.","procedural"
"Rotate contract terms at monthly.","preference"
"ML insight: the patent landscape analysis and the product roadmap show overlap with three existing patents. Two are unlikely to be infringed; one requires a design change — cheaper to change now than in litigation.","synthesis"
"Reviewing the trial protocol and the interim data: the pre-specified subgroup analysis shows a strong signal in biomarker-positive patients. We should consider a label expansion strategy for that population (from the literature).","synthesis"
"Research finding: to implement a save system in a game: define the save state schema, serialize to disk, test loading from each save point.","procedural"
"All database migrations must have health-check endpoints before merging to main (see runbook).","preference"
"A message queue decouples producers from consumers and absorbs traffic spikes.","semantic"
"After reviewing the ops runbook, the incident history, and the current alert configuration, 60 percent of pages are not actionable. Reducing noise is the highest-leverage reliability improvement.","synthesis"
"Achieved the partnership deal ahead of schedule.","episodic"
"Design decision: type I error rejects a true null hypothesis; Type II error fails to reject a false one.","semantic"
"To process a GDPR right-to-erasure request: identify all data stores, delete or anonymize, log the action, respond within 30 days (from the literature).","procedural"
"ML insight: to write an incident post-mortem: describe the timeline, root cause, impact, and corrective actions without blame.","procedural"
"Ops rule: to write an incident post-mortem: describe the timeline, root cause, impact, and corrective actions without blame.","procedural"
